"cohort","sex","age_cat","education_cat","intention_to_vote","choice_of_party","political_orientation","marstat","household","hzcy001a","hzcy002a","hzcy003a","hzcy004a","hzcy005a","hzcy006a","hzcy007a","hzcy008a","hzcy009a","hzcy010a","hzcy011a","hzcy012a","hzcy013a","hzcy014a","hzcy015a","hzcy016a","hzcy018a","hzcy019a","hzcy020a","hzcy021a","hzcy022a","hzcy023a","hzcy024a","hzcy025a","hzcy026a","hzcy027a","hzcy028a","hzcy029a","hzcy030a","hzcy031a","hzcy032a","hzcy033a","hzcy034a","hzcy035a","hzcy036a","hzcy037a","hzcy038a","hzcy039a","hzcy040a","hzcy041a","hzcy042a","hzcy043a","hzcy044a","hzcy045a","hzcy046a","hzcy047a","hzcy048a","hzcy049a","hzcy050a","hzcy051a","hzcy052a","hzcy053a","hzcy054a","hzcy055a","hzcy056a","hzcy057a","hzcy058a","hzcy059a","hzcy060a","hzcy061a","hzcy062a","hzcy063a","hzcy064a","hzcy065a","hzcy066a","hzcy067a","hzcy068a","hzcy069a","hzcy070a","hzcy071a","hzcy072a","hzcy073a","hzcy074a","hzcy075a","hzcy076a","hzcy077a","hzcy078a","hzcy079a","hzcy080a","hzcy081a","hzcy083a","hzcy084a","hzcy085a","hzcy086a","hzcy087a","hzcy088a","hzcy089a","hzcy090a","hzcy091a","hzcy092a","hzcy093a","hzcy095a","hzcy096a","hzcy097a","hzcy098a","hzcy099a","hzza003a","hzzq009a","hzzq023a","hzzp201a","hzzp204a","hzzp207a"
"2","1",9,"3","2",3,8,"1","2",4,5,3,2,3,"1","1","0","0","0","1","1","1","1","0","0","0",4,4,4,4,4,4,4,1,4,2,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,5,4,3,5,3,3,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","1","0","0","0","0","0",NA,NA,NA,NA,"1",4,5,"31",412,1584461236
"3","1",6,"2",NA,98,7,"2","1",3,5,2,4,3,"0","1","0","0","0","0","1","0","1","0","1","0",3,3,2,3,3,2,1,2,NA,NA,NA,NA,NA,NA,4,4,5,4,4,NA,3,1,3,1,1,4,4,2,4,2,1,2,2,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","0","1","0","1","0","0",1,0,0,0,"1",NA,4,"31",3273,1584889558
"1","2",8,"3","2",1,8,"1","2",4,4,4,2,4,"1","1","0","0","0","1","1","0","1","0","0","0",4,3,4,4,5,5,3,1,4,3,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,5,98,2,5,5,5,5,5,5,3,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0","0","0","0","0","0","1","0",NA,NA,NA,NA,"1",4,4,"31",565,1584467662
"3","2",7,"1","2",5,2,"4","2",3,4,4,4,3,"1","0","1","0","0","1","1","0","1","0","0","0",4,4,4,4,4,4,4,1,5,2,5,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,5,4,1,5,3,1,3,4,5,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1","0","1","0","0","0","0","0",NA,NA,NA,NA,"1",3,3,"31",486,1584464370
"3","1",8,"3","2",2,3,"1","2",5,5,4,6,4,"1","1","1","0","0","1","0","0","1","0","0","0",4,4,4,4,4,4,5,1,5,2,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,4,3,3,5,4,4,4,5,5,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"1",5,5,"31",463,1584470071
"3","2",10,"3","2",1,5,"1","2",4,4,6,4,4,"1","1","0","0","0","1","0","1","1","0","0","0",5,5,5,5,5,3,4,1,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,5,5,4,5,4,5,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","1","0","0","0","1","1","1","1","0",1,1,0,0,"1",4,4,"31",599,1585213045
"1","1",6,"3","2",3,7,"1","3",3,3,4,4,4,"1","1","1","0","0","1","1","1","1","0","0","0",5,5,5,5,5,3,5,1,5,2,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,5,5,3,5,4,4,5,5,5,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",4,5,"31",275,1584469417
"1","1",8,"3","2",2,7,"4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"1","1",9,"3","2",3,6,"1","2",2,2,1,2,3,"1","1","0","0","0","1","1","1","1","0","0","0",4,4,4,4,4,4,3,1,4,4,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,4,2,3,5,4,4,4,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1","0","1","1","0","1","0","0",1,1,0,0,"1",4,4,"31",318,1584524452
"1","2",4,"1","2",5,3,"3","3",2,3,2,4,4,"0","1","0","0","0","1","1","0","1","0","0","0",5,5,5,4,4,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,5,5,5,4,5,5,5,NA,5,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",0,1,0,NA,0,0,0,1,0,0,0,"0","0","0","0","0","0","0","1","0","0","0",NA,NA,NA,NA,"1",4,3,"31",336,1585178145
"1","2",7,"2",NA,98,6,"3","2",3,3,4,3,3,"0","1","1","0","0","1","1","0","1","0","0","0",5,5,5,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,5,5,5,5,4,4,5,5,5,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","1","0","0","0","0","0","0",NA,NA,NA,NA,"1",2,4,"31",504,1584541073
"1","2",9,"3","2",5,5,"1","2",4,4,3,4,4,"1","1","0","0","1","1","0","0","1","0","0","0",5,5,5,5,5,5,3,1,5,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","1","0","0","0","0","0",NA,NA,NA,NA,"1",5,5,"31",438,1584466785
"3","2",10,"1","2",5,2,"4","1",3,3,3,6,3,"1","0","0","0","0","1","1","0","0","0","0","0",5,5,5,5,5,5,5,1,3,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,5,4,98,5,4,3,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","1","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",5,5,"31",405,1584474157
"1","2",10,"2","2",1,7,"1","2",4,1,3,3,3,"0","1","0","0","0","1","0","1","0","0","0","0",4,4,5,5,4,3,3,1,5,4,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,5,3,3,4,4,5,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",565,1584474726
"1","1",7,"2","2",1,5,"1","2",3,4,3,3,2,"1","1","1","0","0","1","0","0","1","0","0","0",5,5,4,3,5,5,3,1,5,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,4,4,5,4,4,4,4,5,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1","0","1","0","1","1","0","0",NA,NA,NA,NA,"1",5,5,"31",421,1584723369
"1","2",4,"3","2",6,7,"1","3",5,5,3,4,4,"0","0","0","0","0","1","0","1","0","0","0","0",5,5,5,5,5,5,5,1,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,5,4,4,4,3,3,4,5,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",0,0,0,0,0,0,0,0,1,0,0,"1","1","1","1","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",3,5,"31",322,1584469563
"3","1",7,"3","2",5,5,"3","2",4,5,3,3,4,"0","0","1","0","0","1","0","1","1","0","0","0",5,5,5,3,5,4,4,1,5,1,3,4,5,5,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,1,2,2,4,3,2,3,4,4,1,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","1","0","0","0","0","1","0","0",NA,NA,NA,NA,"1",4,3,"31",406,1584471624
"1","2",9,"3","2",5,2,"3","1",3,1,2,5,4,"1","1","0","0","0","1","1","0","1","0","0","0",4,4,5,5,5,5,5,1,5,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,3,5,4,3,4,4,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1","0","0","0","0","0","1","0",NA,NA,NA,NA,"1",5,5,"31",1516,1584515588
"3","2",7,"3","2",2,7,"1","3",4,2,2,3,2,"0","1","0","0","0","1","1","0","1","0","0","0",5,5,5,5,5,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","1","0","0","1","1","0",NA,NA,NA,NA,"1",4,5,"31",185,1584718385
"2","1",9,"2","2",1,5,"3","1",4,6,4,5,5,"1","1","0","0","0","1","1","0","1","0","0","0",4,5,5,4,4,4,4,1,5,2,4,3,3,5,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,3,2,2,2,2,2,2,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0","0","1","0","0","0","1","0",NA,NA,NA,NA,"1",4,4,"31",493,1585331612
"3","2",3,"3","97",97,5,"2","2",6,6,3,4,5,"0","0","0","0","1","1","0","1","0","0","0","0",4,5,5,4,3,4,3,1,5,1,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,4,3,3,4,4,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","0","0","1","0","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0","1","1","1","0","0","0","0",1,0,0,0,"1",4,5,"31",680,1584963697
"1","1",7,"3","2",5,4,"1","3",4,6,4,4,5,"1","1","1","0","0","1","1","1","1","0","0","0",4,4,4,4,4,4,4,1,3,3,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,4,5,NA,5,4,3,4,5,5,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","1","0","0","0","0","0",NA,NA,NA,NA,"1",5,5,"31",1016,1584528347
"1","1",5,"3","2",3,7,"1","3",4,7,3,5,5,"0","1","1","0","1","1","1","0","1","0","0","0",5,5,5,5,5,5,5,1,5,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,4,98,5,5,4,2,4,5,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,1,0,0,0,0,0,NA,0,0,0,"1","1","0","0","0","0","0","1","0","0","0",NA,NA,NA,NA,"1",5,5,"31",945,1584823044
"2","1",7,"1","2",1,7,"1","2",3,3,4,3,3,"1","1","0","0","0","1","1","0","1","0","0","0",4,4,4,4,5,4,4,1,5,3,5,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,4,5,NA,3,1,3,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","0","1","0","0",NA,NA,NA,NA,"1",4,5,"31",672,1584718914
"3","2",3,"3","2",5,1,"2","1",3,3,3,5,2,"1","1","0","0","0","1","1","0","1","0","0","0",3,3,3,1,4,4,3,1,2,1,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,2,4,2,3,4,5,4,98,4,4,4,5,5,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","0","0","0","1","0","0","0","0",1,1,0,1,"1",5,5,"31",258,1584464877
"2","1",9,"1","2",4,6,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"1","2",7,"3","2",4,4,"1","3",5,7,4,6,5,"1","1","1","0","0","1","1","0","1","0","0","0",5,5,5,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,4,3,3,4,2,2,3,3,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","1","0","0","0","1","0",NA,NA,NA,NA,"1",4,4,"31",450,1584895765
"3","2",2,"3","2",5,3,"2","3",4,5,3,4,3,"1","1","0","0","0","1","0","1","1","0","0","0",4,4,4,4,4,4,4,1,5,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,1,1,4,3,4,4,4,4,3,3,4,4,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,1,0,0,0,0,0,0,0,0,0,"1","0","1","1","0","0","1","0","1","0","0",1,NA,0,0,"1",4,5,"31",572,1584488583
"2","1",2,"3","2",98,2,"1","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"2","2",9,"2","2",5,3,"1","2",4,1,4,7,3,"1","1","0","0","0","1","0","1","1","0","0","0",4,5,4,4,5,5,4,1,5,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,4,4,5,4,3,3,3,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",564,1584517570
"3","1",9,"3","2",5,2,"4","1",4,5,5,2,4,"1","1","1","0","0","1","0","0","1","0","0","0",5,5,5,4,5,4,5,1,5,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,4,98,3,5,4,4,4,4,4,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",309,1585387999
"3","1",7,"1","2",1,6,"1","3",4,3,2,2,4,"0","1","1","0","0","1","1","0","1","0","0","0",4,4,4,4,5,2,4,1,4,2,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,98,3,4,4,4,4,4,5,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"1",4,3,"31",3013,1584780286
"1","2",8,"2","2",4,5,"1","2",5,5,5,5,3,"1","1","1","0","0","1","1","0","1","0","0","0",5,5,5,5,5,3,4,1,4,1,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,4,3,NA,4,4,3,2,2,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",284,1584756845
"1","2",4,"2","2",6,6,"1","2",4,97,5,5,6,"1","1","1","0","0","1","1","0","1","0","0","0",5,5,5,5,5,5,5,1,5,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,5,4,4,2,3,3,4,4,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0","0","0","1","0","0","0","0",1,1,0,0,"1",3,3,"31",272,1584694391
"2","2",5,"1","2",98,5,"1","2",3,6,4,5,5,"0","1","0","0","0","1","0","0","1","0","0","0",4,4,4,4,4,4,3,1,4,5,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,5,5,5,4,4,5,5,5,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",0,1,0,0,0,0,0,0,0,1,0,"1","1","0","0","0","0","1","0","0","0","0",1,1,0,0,"1",3,4,"31",350,1584981481
"3","2",1,"3","2",2,3,"2","2",4,6,1,6,4,"1","1","1","0","0","1","1","0","1","0","0","0",5,5,5,5,5,5,5,1,4,2,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,1,5,5,4,4,4,5,98,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","1","0","0","0","1","0","0","0",NA,NA,NA,NA,"1",4,4,"31",254,1584468549
"2","1",10,"3","2",4,3,"2","3",1,1,1,1,1,"1","1","0","0","0","1","1","1","1","0","1","0",5,5,4,4,5,3,3,1,2,1,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,4,4,4,4,3,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1","0","1","0","0","0","0","0",NA,NA,NA,NA,"1",4,5,"32",NA,1584728728
"1","2",4,"3","2",5,3,"1","3",5,6,3,4,3,"1","1","1","0","0","1","1","0","1","0","0","0",5,5,5,5,5,4,5,1,5,3,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,2,2,5,5,5,4,5,5,5,5,5,5,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,1,0,0,0,1,0,0,0,0,0,"1","1","0","1","0","1","1","1","0","0","0",1,1,1,1,"1",4,4,"31",234,1584722858
"1","2",3,"3","2",5,4,"2","2",5,6,6,7,5,"1","1","0","0","0","1","1","1","1","0","0","0",4,4,4,4,4,4,4,1,5,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,2,3,4,2,2,3,3,4,4,4,4,3,5,2,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","1","0","1","0","0","0","0","0",NA,NA,NA,NA,"1",4,4,"31",507,1584734510
"1","1",7,"3","2",5,4,"1","3",5,6,4,6,5,"1","0","0","0","0","1","1","0","1","0","0","0",5,5,5,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,5,5,3,5,3,3,3,4,4,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",0,1,1,0,0,0,0,0,0,0,0,"1","0","1","1","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",255,1584515276
"3","1",9,"2","2",6,4,"1","2",3,3,3,4,3,"1","1","0","0","0","1","0","1","1","0","0","0",4,5,4,4,4,4,4,1,4,3,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,5,4,4,4,4,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","0","0","0","1","0","0",NA,NA,NA,NA,"1",4,5,"31",540,1584722175
"1","1",1,"3","2",3,NA,"2","3",4,3,3,3,2,"1","1","1","0","0","1","1","1","1","0","0","0",5,5,5,5,5,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,98,4,4,4,4,4,4,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","1","1","1","1","0",1,0,0,1,"1",NA,4,"31",385,1584524851
"2","1",6,"3","2",98,2,"1","3",5,5,4,7,5,"1","1","1","0","0","1","1","1","1","0","0","0",5,5,5,3,4,4,3,1,5,1,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,3,4,4,2,5,4,3,4,2,2,2,4,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","1","0","0","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",593,1584730974
"1","2",8,"2","2",4,2,"1","2",3,4,2,3,3,"0","0","0","0","0","1","0","0","0","0","0","0",5,4,4,4,5,2,1,1,5,2,2,3,4,4,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,4,4,4,5,4,4,4,4,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",508,1584727556
"1","2",7,"3",NA,6,8,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"1","2",4,"2","2",6,3,"1","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"3","1",3,"2","2",5,4,"1","2",4,4,1,6,5,"1","1","1","0","0","1","1","1","1","0","0","0",4,4,5,4,3,4,4,1,5,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,4,4,3,5,3,3,5,5,5,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"1",4,4,"31",554,1584557114
"1","1",9,"3","2",5,4,"1","2",3,3,3,3,3,"1","1","0","0","0","1","1","0","1","0","0","0",5,5,5,4,5,4,4,1,5,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,5,5,5,5,3,3,3,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","1","0","0","0","0","0","0","0",NA,NA,NA,NA,"1",5,5,"31",304,1584541074
